Date,Time,Result
2025-12-23,22:14:32.084305,NOT OK
2025-12-23,22:14:32.219592,NOT OK
2025-12-23,22:14:32.344758,NOT OK
2025-12-23,22:14:32.483344,NOT OK
2025-12-23,22:14:32.524129,NOT OK
2025-12-23,22:14:32.666300,NOT OK
2025-12-23,22:14:32.778624,NOT OK
2025-12-23,22:14:32.937089,NOT OK
2025-12-23,22:14:33.076159,NOT OK
2025-12-23,22:14:33.205247,NOT OK
2025-12-23,22:14:33.334303,NOT OK
2025-12-23,22:14:33.432009,NOT OK
2025-12-23,22:14:33.567411,NOT OK
2025-12-23,22:14:33.766941,NOT OK
2025-12-23,22:14:33.928134,NOT OK
2025-12-23,22:14:34.027502,NOT OK
2025-12-23,22:14:34.129579,NOT OK
2025-12-23,22:14:34.250976,NOT OK
2025-12-23,22:14:34.352427,NOT OK
2025-12-23,22:14:34.445814,NOT OK
2025-12-23,22:14:34.580024,NOT OK
2025-12-23,22:14:34.756475,NOT OK
2025-12-23,22:14:34.874136,NOT OK
2025-12-23,22:14:34.982821,NOT OK
2025-12-23,22:14:35.081148,NOT OK
2025-12-23,22:14:35.137275,NOT OK
2025-12-23,22:14:35.179888,NOT OK
2025-12-23,22:14:35.270463,NOT OK
2025-12-23,22:14:35.359456,NOT OK
2025-12-23,22:14:35.471791,NOT OK
2025-12-23,22:14:35.556407,NOT OK
2025-12-23,22:14:35.678329,NOT OK
2025-12-23,22:14:35.774135,NOT OK
2025-12-23,22:14:35.860247,NOT OK
2025-12-23,22:14:35.920441,NOT OK
2025-12-23,22:14:35.973768,NOT OK
2025-12-23,22:14:36.031689,NOT OK
2025-12-23,22:14:36.066350,NOT OK
2025-12-23,22:14:36.143143,NOT OK
2025-12-23,22:14:36.216775,NOT OK
2025-12-23,22:14:36.266446,NOT OK
2025-12-23,22:14:36.301199,NOT OK
2025-12-23,22:14:36.367255,NOT OK
2025-12-23,22:14:36.399687,NOT OK
2025-12-23,22:14:36.500904,NOT OK
2025-12-23,22:14:36.600240,NOT OK
2025-12-23,22:14:36.745469,NOT OK
2025-12-23,22:14:36.911219,NOT OK
2025-12-23,22:14:37.102498,NOT OK
2025-12-23,22:14:37.300987,NOT OK
2025-12-23,22:14:37.493839,NOT OK
2025-12-23,22:14:37.597966,NOT OK
2025-12-23,22:14:37.685073,NOT OK
2025-12-23,22:14:37.759898,NOT OK
2025-12-23,22:14:37.818463,NOT OK
2025-12-23,22:14:37.874937,NOT OK
2025-12-23,22:14:37.917925,NOT OK
2025-12-23,22:14:37.974390,NOT OK
2025-12-23,22:14:38.061862,NOT OK
2025-12-23,22:14:38.126257,NOT OK
2025-12-23,22:14:38.188261,NOT OK
2025-12-23,22:14:38.256548,NOT OK
2025-12-23,22:14:38.290384,NOT OK
2025-12-23,22:14:38.437751,NOT OK
2025-12-23,22:14:38.511819,NOT OK
2025-12-23,22:14:38.546062,NOT OK
2025-12-23,22:14:38.583800,NOT OK
2025-12-23,22:14:38.647883,NOT OK
2025-12-23,22:14:38.685083,NOT OK
2025-12-23,22:14:38.755942,NOT OK
2025-12-23,22:14:38.796269,NOT OK
2025-12-23,22:14:38.853020,NOT OK
2025-12-23,22:14:38.941920,NOT OK
2025-12-23,22:14:39.043077,NOT OK
2025-12-23,22:14:39.144907,NOT OK
2025-12-23,22:14:39.287630,NOT OK
2025-12-23,22:14:39.435769,NOT OK
2025-12-23,22:14:39.668294,NOT OK
2025-12-23,22:14:39.790494,NOT OK
2025-12-23,22:14:39.883110,NOT OK
2025-12-23,22:14:39.988180,NOT OK
2025-12-23,22:14:40.040116,NOT OK
2025-12-23,22:14:40.110684,NOT OK
2025-12-23,22:14:40.147455,NOT OK
2025-12-23,22:14:40.245197,NOT OK
2025-12-23,22:14:40.336383,NOT OK
2025-12-23,22:14:40.543148,NOT OK
2025-12-23,22:14:40.636857,NOT OK
2025-12-23,22:14:40.727563,NOT OK
2025-12-23,22:14:40.824189,NOT OK
2025-12-23,22:14:40.926407,NOT OK
2025-12-23,22:14:41.075738,NOT OK
2025-12-23,22:14:41.144142,NOT OK
2025-12-23,22:14:41.225678,NOT OK
2025-12-23,22:14:41.366707,NOT OK
2025-12-23,22:14:41.412826,NOT OK
2025-12-23,22:14:41.536263,NOT OK
2025-12-23,22:14:41.620325,NOT OK
2025-12-23,22:14:41.717995,NOT OK
2025-12-23,22:14:41.813952,NOT OK
2025-12-23,22:14:41.912356,NOT OK
2025-12-23,22:14:42.029479,NOT OK
2025-12-23,22:14:42.117881,NOT OK
2025-12-23,22:14:42.216687,NOT OK
2025-12-23,22:14:42.319893,NOT OK
2025-12-23,22:14:42.405644,NOT OK
2025-12-23,22:14:42.518247,NOT OK
2025-12-23,22:14:42.610619,NOT OK
2025-12-23,22:14:42.722950,NOT OK
2025-12-23,22:14:42.808008,NOT OK
2025-12-23,22:14:42.943277,NOT OK
2025-12-23,22:14:43.013623,NOT OK
2025-12-23,22:14:43.112134,NOT OK
2025-12-23,22:14:43.202035,NOT OK
2025-12-23,22:14:43.299410,NOT OK
2025-12-23,22:14:43.405717,NOT OK
2025-12-23,22:14:43.513906,NOT OK
2025-12-23,22:14:43.614036,NOT OK
2025-12-23,22:14:43.717441,NOT OK
2025-12-23,22:14:43.808540,NOT OK
2025-12-23,22:14:43.911312,NOT OK
2025-12-23,22:14:44.000336,NOT OK
2025-12-23,22:14:44.108725,NOT OK
2025-12-23,22:14:44.205886,NOT OK
2025-12-23,22:14:44.321407,NOT OK
2025-12-23,22:14:44.406668,NOT OK
2025-12-23,22:14:44.506605,NOT OK
2025-12-23,22:14:44.614252,NOT OK
2025-12-23,22:14:44.701494,NOT OK
2025-12-23,22:14:44.786847,NOT OK
2025-12-23,22:14:44.889737,NOT OK
2025-12-23,22:14:44.988698,NOT OK
2025-12-23,22:14:45.139168,NOT OK
2025-12-23,22:14:45.208547,NOT OK
2025-12-23,22:14:45.287165,NOT OK
2025-12-23,22:14:45.384721,NOT OK
2025-12-23,22:14:45.483507,NOT OK
2025-12-23,22:14:45.594036,NOT OK
2025-12-23,22:14:45.686151,NOT OK
2025-12-23,22:14:45.780759,NOT OK
2025-12-23,22:14:45.887506,NOT OK
2025-12-23,22:14:45.987949,NOT OK
2025-12-23,22:14:46.081781,NOT OK
2025-12-23,22:14:46.195970,NOT OK
2025-12-23,22:14:46.292216,NOT OK
2025-12-23,22:14:46.388718,NOT OK
2025-12-23,22:14:46.567844,NOT OK
2025-12-23,22:14:46.787127,NOT OK
2025-12-23,22:14:46.961932,NOT OK
2025-12-23,22:14:47.176087,NOT OK
2025-12-23,22:14:47.273915,NOT OK
2025-12-23,22:14:47.370093,NOT OK
2025-12-23,22:14:47.467093,NOT OK
2025-12-23,22:14:47.670637,NOT OK
2025-12-23,22:14:47.768067,NOT OK
2025-12-23,22:14:47.861337,NOT OK
2025-12-23,22:14:47.955436,NOT OK
2025-12-23,22:14:48.059097,NOT OK
2025-12-23,22:14:48.169891,NOT OK
2025-12-23,22:14:48.272233,NOT OK
2025-12-23,22:14:48.396227,NOT OK
2025-12-23,22:14:48.472469,NOT OK
2025-12-23,22:14:48.552289,NOT OK
2025-12-23,22:14:48.663449,NOT OK
2025-12-23,22:14:48.760880,NOT OK
2025-12-23,22:14:48.856665,NOT OK
2025-12-23,22:14:48.949801,NOT OK
2025-12-23,22:14:49.095284,NOT OK
2025-12-23,22:14:49.165571,NOT OK
2025-12-23,22:14:49.255947,NOT OK
2025-12-23,22:14:49.347878,NOT OK
2025-12-23,22:14:49.448445,NOT OK
2025-12-23,22:14:49.537806,NOT OK
2025-12-23,22:14:49.762648,NOT OK
2025-12-23,22:14:49.856369,NOT OK
2025-12-23,22:14:50.039475,NOT OK
2025-12-23,22:14:50.135891,NOT OK
2025-12-23,22:14:50.245395,NOT OK
2025-12-23,22:14:50.451663,NOT OK
2025-12-23,22:14:50.634061,NOT OK
2025-12-23,22:14:50.834530,NOT OK
2025-12-23,22:14:51.032481,NOT OK
2025-12-23,22:14:51.232758,NOT OK
2025-12-23,22:14:51.522592,NOT OK
2025-12-23,22:14:51.733505,NOT OK
2025-12-23,22:14:51.923200,NOT OK
2025-12-23,22:14:52.116240,NOT OK
2025-12-23,22:14:52.322943,NOT OK
2025-12-23,22:14:52.511283,NOT OK
2025-12-23,22:14:52.722062,NOT OK
2025-12-23,22:14:52.908855,NOT OK
2025-12-23,22:14:53.050727,NOT OK
2025-12-23,22:14:53.123448,NOT OK
2025-12-23,22:14:53.217219,NOT OK
2025-12-23,22:14:53.317808,NOT OK
2025-12-23,22:14:53.417536,NOT OK
2025-12-23,22:14:53.511790,NOT OK
2025-12-23,22:14:53.602524,NOT OK
2025-12-23,22:14:53.698965,NOT OK
2025-12-23,22:14:53.854067,NOT OK
2025-12-23,22:14:53.916681,NOT OK
2025-12-23,22:14:54.102868,NOT OK
2025-12-23,22:14:54.302260,NOT OK
2025-12-23,22:14:54.508862,NOT OK
2025-12-23,22:14:54.691095,NOT OK
2025-12-23,22:14:54.901737,NOT OK
2025-12-23,22:14:55.098528,NOT OK
2025-12-23,22:14:55.215211,NOT OK
2025-12-23,22:14:55.318607,NOT OK
2025-12-23,22:14:55.400738,NOT OK
2025-12-23,22:14:55.502204,NOT OK
2025-12-23,22:14:55.684493,NOT OK
2025-12-23,22:14:55.898466,NOT OK
2025-12-23,22:14:56.086795,NOT OK
2025-12-23,22:14:56.191900,NOT OK
2025-12-23,22:14:56.288222,NOT OK
2025-12-23,22:14:56.485917,NOT OK
2025-12-23,22:14:56.588040,NOT OK
2025-12-23,22:14:56.679515,NOT OK
2025-12-23,22:14:56.882515,NOT OK
2025-12-23,22:14:57.212934,NOT OK
2025-12-23,22:14:57.380395,NOT OK
2025-12-23,22:14:57.478361,NOT OK
2025-12-23,22:14:57.594294,NOT OK
2025-12-23,22:14:57.685693,NOT OK
2025-12-23,22:14:57.871849,NOT OK
2025-12-23,22:14:58.210232,NOT OK
2025-12-23,22:14:58.369689,NOT OK
2025-12-23,22:14:58.472668,NOT OK
2025-12-23,22:14:58.556474,NOT OK
2025-12-23,22:14:58.768459,NOT OK
2025-12-23,22:14:58.972197,NOT OK
2025-12-23,22:14:59.058974,NOT OK
2025-12-23,22:14:59.300501,NOT OK
2025-12-23,22:14:59.580008,NOT OK
2025-12-23,22:14:59.746518,NOT OK
2025-12-23,22:15:00.057255,NOT OK
2025-12-23,22:15:00.584314,NOT OK
2025-12-23,22:15:00.946532,NOT OK
2025-12-23,22:15:01.498156,NOT OK
2025-12-23,22:15:02.041470,NOT OK
2025-12-23,22:15:02.343875,NOT OK
2025-12-23,22:15:02.635003,NOT OK
2025-12-23,22:15:02.832621,NOT OK
2025-12-23,22:15:03.030557,NOT OK
2025-12-23,22:15:03.124267,NOT OK
2025-12-23,22:15:03.240842,NOT OK
2025-12-23,22:15:03.319787,NOT OK
2025-12-23,22:15:03.412453,NOT OK
2025-12-23,22:15:03.539896,NOT OK
2025-12-23,22:15:03.633304,NOT OK
2025-12-23,22:15:03.819193,NOT OK
2025-12-23,22:15:05.707050,NOT OK
2025-12-23,22:15:05.893428,NOT OK
2025-12-23,22:15:06.123748,NOT OK
2025-12-23,22:15:06.296071,NOT OK
2025-12-23,22:15:06.487315,NOT OK
2025-12-23,22:15:06.691371,NOT OK
2025-12-23,22:15:06.982025,NOT OK
2025-12-23,22:15:07.187869,NOT OK
2025-12-23,22:15:07.374902,NOT OK
2025-12-23,22:15:07.588118,NOT OK
2025-12-23,22:15:07.788527,NOT OK
2025-12-23,22:15:08.182009,NOT OK
2025-12-23,22:15:08.472865,NOT OK
2025-12-23,22:15:09.175001,NOT OK
2025-12-23,22:15:09.775793,NOT OK
2025-12-23,22:15:18.553450,NOT OK
2025-12-23,22:15:18.643920,NOT OK
2025-12-23,22:15:18.777582,NOT OK
2025-12-23,22:15:19.036250,NOT OK
2025-12-23,22:15:19.578679,NOT OK
2025-12-23,22:15:19.736030,NOT OK
2025-12-23,22:15:19.894191,NOT OK
2025-12-23,22:15:20.039578,NOT OK
2025-12-23,22:15:20.188348,NOT OK
2025-12-23,22:15:20.378358,NOT OK
2025-12-23,22:15:20.571875,NOT OK
2025-12-23,22:15:20.778614,NOT OK
2025-12-23,22:15:20.972214,NOT OK
2025-12-23,22:15:21.244985,NOT OK
2025-12-23,22:15:21.430507,NOT OK
2025-12-23,22:15:21.645948,NOT OK
2025-12-23,22:15:21.862088,NOT OK
2025-12-23,22:15:22.068964,NOT OK
2025-12-23,22:15:22.210488,NOT OK
2025-12-23,22:15:22.313647,NOT OK
2025-12-23,22:15:22.413519,NOT OK
2025-12-23,22:15:22.482496,NOT OK
2025-12-23,22:15:22.573510,NOT OK
2025-12-23,22:15:22.666144,NOT OK
2025-12-23,22:15:22.810335,NOT OK
2025-12-23,22:15:22.928964,NOT OK
2025-12-23,22:15:23.056717,NOT OK
2025-12-23,22:15:23.120453,NOT OK
2025-12-23,22:15:23.182134,NOT OK
2025-12-23,22:15:23.216244,NOT OK
2025-12-23,22:15:23.325948,NOT OK
2025-12-23,22:15:23.416202,NOT OK
2025-12-23,22:15:23.576192,NOT OK
2025-12-23,22:15:23.707740,NOT OK
2025-12-23,22:15:23.973043,NOT OK
2025-12-23,22:15:24.211611,NOT OK
2025-12-23,22:15:24.470516,NOT OK
2025-12-23,22:15:24.757541,NOT OK
2025-12-23,22:15:24.968689,NOT OK
2025-12-23,22:15:25.146993,NOT OK
2025-12-23,22:15:25.304824,NOT OK
2025-12-23,22:15:25.528181,NOT OK
2025-12-23,22:15:25.637038,NOT OK
2025-12-23,22:15:25.724629,NOT OK
2025-12-23,22:15:25.783341,NOT OK
2025-12-23,22:15:25.832247,NOT OK
2025-12-23,22:15:25.910778,NOT OK
2025-12-23,22:15:25.943408,NOT OK
2025-12-23,22:15:25.985256,NOT OK
2025-12-23,22:15:26.102244,NOT OK
2025-12-23,22:15:26.153182,NOT OK
2025-12-23,22:15:26.191109,NOT OK
2025-12-23,22:15:26.236127,NOT OK
2025-12-23,22:15:26.304375,NOT OK
2025-12-23,22:15:26.345746,NOT OK
2025-12-23,22:15:26.393671,NOT OK
2025-12-23,22:15:26.452575,NOT OK
2025-12-23,22:15:26.488882,NOT OK
2025-12-23,22:15:26.572675,NOT OK
2025-12-23,22:15:26.608476,NOT OK
2025-12-23,22:15:26.699213,NOT OK
2025-12-23,22:15:26.813419,NOT OK
2025-12-23,22:15:26.933999,NOT OK
2025-12-23,22:15:27.146212,NOT OK
2025-12-23,22:15:27.297253,NOT OK
2025-12-23,22:15:27.400374,NOT OK
2025-12-23,22:15:27.509649,NOT OK
2025-12-23,22:15:27.613172,NOT OK
2025-12-23,22:15:27.651843,NOT OK
2025-12-23,22:15:27.758040,NOT OK
2025-12-23,22:15:27.839112,NOT OK
2025-12-23,22:15:28.004490,NOT OK
2025-12-23,22:15:28.137390,NOT OK
2025-12-23,22:15:28.300665,NOT OK
2025-12-23,22:15:28.395199,NOT OK
2025-12-23,22:15:28.508470,NOT OK
2025-12-23,22:15:28.597419,NOT OK
2025-12-23,22:15:28.687037,NOT OK
2025-12-23,22:15:28.780492,NOT OK
2025-12-23,22:15:28.889823,NOT OK
2025-12-23,22:15:29.093097,NOT OK
2025-12-23,22:15:29.294913,NOT OK
2025-12-23,22:15:29.414621,NOT OK
2025-12-23,22:15:29.514630,NOT OK
2025-12-23,22:15:29.601355,NOT OK
2025-12-23,22:15:29.657565,NOT OK
2025-12-23,22:15:29.691472,NOT OK
2025-12-23,22:15:29.755102,NOT OK
2025-12-23,22:15:29.798124,NOT OK
2025-12-23,22:15:29.918313,NOT OK
2025-12-23,22:15:29.972734,NOT OK
2025-12-23,22:15:30.181746,NOT OK
2025-12-23,22:15:30.365273,NOT OK
2025-12-23,22:15:30.571545,NOT OK
2025-12-23,22:15:30.678636,NOT OK
2025-12-23,22:15:30.777164,NOT OK
2025-12-23,22:15:30.877565,NOT OK
2025-12-23,22:15:30.976879,NOT OK
2025-12-23,22:15:31.077501,NOT OK
2025-12-23,22:15:31.371396,NOT OK
2025-12-23,22:15:32.193455,NOT OK
2025-12-23,22:15:32.452082,NOT OK
2025-12-23,22:15:32.653030,NOT OK
2025-12-23,22:15:32.861630,NOT OK
2025-12-23,22:15:32.957645,NOT OK
2025-12-23,22:15:33.045065,NOT OK
2025-12-23,22:15:33.147751,NOT OK
2025-12-23,22:15:33.258648,NOT OK
2025-12-23,22:15:33.459636,NOT OK
2025-12-23,22:15:33.697411,NOT OK
2025-12-23,22:15:33.852100,NOT OK
2025-12-23,22:15:34.083414,NOT OK
2025-12-23,22:15:34.249457,NOT OK
2025-12-23,22:15:34.437372,NOT OK
2025-12-23,22:15:34.636432,NOT OK
2025-12-23,22:15:34.842136,NOT OK
2025-12-23,22:15:35.061500,NOT OK
2025-12-23,22:15:35.225547,NOT OK
2025-12-23,22:15:35.437614,NOT OK
2025-12-23,22:15:35.625712,NOT OK
2025-12-23,22:15:35.730614,NOT OK
2025-12-23,22:15:35.836637,NOT OK
2025-12-23,22:15:35.932370,NOT OK
2025-12-23,22:15:36.025724,NOT OK
2025-12-23,22:15:36.120942,NOT OK
2025-12-23,22:15:36.220618,NOT OK
2025-12-23,22:15:36.326259,NOT OK
2025-12-23,22:15:36.431154,NOT OK
2025-12-23,22:15:36.528310,NOT OK
2025-12-23,22:15:36.619228,NOT OK
2025-12-23,22:15:36.718800,NOT OK
2025-12-23,22:15:36.829590,NOT OK
2025-12-23,22:15:36.923448,NOT OK
2025-12-23,22:15:37.017521,NOT OK
2025-12-23,22:15:37.119931,NOT OK
2025-12-23,22:15:37.213138,NOT OK
2025-12-23,22:15:37.323008,NOT OK
2025-12-23,22:15:37.417404,NOT OK
2025-12-23,22:15:37.513115,NOT OK
2025-12-23,22:15:37.604440,NOT OK
2025-12-23,22:15:37.701087,NOT OK
2025-12-23,22:15:37.823687,NOT OK
2025-12-23,22:15:37.913746,NOT OK
2025-12-23,22:15:38.011897,NOT OK
2025-12-23,22:15:38.149321,NOT OK
2025-12-23,22:15:38.223586,NOT OK
2025-12-23,22:15:38.298890,NOT OK
2025-12-23,22:15:38.408244,NOT OK
2025-12-23,22:15:38.511762,NOT OK
2025-12-23,22:15:38.605892,NOT OK
2025-12-23,22:15:38.719324,NOT OK
2025-12-23,22:15:38.805061,NOT OK
2025-12-23,22:15:38.898581,NOT OK
2025-12-23,22:15:39.137478,NOT OK
2025-12-23,22:15:39.397902,NOT OK
2025-12-23,22:15:39.590045,NOT OK
2025-12-23,22:15:39.893708,NOT OK
2025-12-23,22:15:39.996515,NOT OK
2025-12-23,22:15:40.093548,NOT OK
2025-12-23,22:15:40.193076,NOT OK
2025-12-23,22:15:40.286688,NOT OK
2025-12-23,22:15:40.490963,NOT OK
2025-12-23,22:15:40.681967,NOT OK
2025-12-23,22:15:40.884472,NOT OK
2025-12-23,22:15:40.984719,NOT OK
2025-12-23,22:15:41.097774,NOT OK
2025-12-23,22:15:41.273754,NOT OK
2025-12-23,22:15:41.478794,NOT OK
2025-12-23,22:15:41.666980,NOT OK
2025-12-23,22:15:41.876323,NOT OK
2025-12-23,22:15:41.991791,NOT OK
2025-12-23,22:15:42.085204,NOT OK
2025-12-23,22:15:42.180368,NOT OK
2025-12-23,22:15:42.359240,NOT OK
2025-12-23,22:15:42.469811,NOT OK
2025-12-23,22:15:42.571265,NOT OK
2025-12-23,22:15:42.758183,NOT OK
2025-12-23,22:15:42.969337,NOT OK
2025-12-23,22:15:43.062867,NOT OK
2025-12-23,22:15:43.257224,NOT OK
2025-12-23,22:15:43.456843,NOT OK
2025-12-23,22:15:43.748577,NOT OK
2025-12-23,22:15:43.960268,NOT OK
2025-12-23,22:15:44.061998,NOT OK
2025-12-23,22:15:44.161164,NOT OK
2025-12-23,22:15:44.347793,NOT OK
2025-12-23,22:15:44.650536,NOT OK
2025-12-23,22:15:44.932569,NOT OK
2025-12-23,22:15:45.143115,NOT OK
2025-12-23,22:15:45.237428,NOT OK
2025-12-23,22:15:45.335931,NOT OK
2025-12-23,22:15:45.436941,NOT OK
2025-12-23,22:15:45.540963,NOT OK
2025-12-23,22:15:45.830849,NOT OK
2025-12-23,22:15:46.148649,NOT OK
2025-12-23,22:15:46.824617,NOT OK
2025-12-23,22:15:47.037216,NOT OK
2025-12-23,22:15:47.626074,NOT OK
2025-12-23,22:15:48.409384,NOT OK
2025-12-23,22:15:48.580750,NOT OK
2025-12-23,22:15:48.692613,NOT OK
2025-12-23,22:15:48.724245,NOT OK
2025-12-23,22:15:48.796645,NOT OK
2025-12-23,22:15:48.836333,NOT OK
2025-12-23,22:15:48.895779,NOT OK
2025-12-23,22:15:48.997326,NOT OK
2025-12-23,22:15:49.087055,NOT OK
2025-12-23,22:15:49.205100,NOT OK
2025-12-23,22:15:49.467905,NOT OK
2025-12-23,22:15:49.566489,NOT OK
2025-12-23,22:15:49.620566,NOT OK
2025-12-23,22:15:49.682716,NOT OK
2025-12-23,22:15:49.728114,NOT OK
2025-12-23,22:15:49.794184,NOT OK
2025-12-23,22:15:49.835478,NOT OK
2025-12-23,22:15:49.924481,NOT OK
2025-12-23,22:15:50.203070,NOT OK
2025-12-23,22:15:50.901670,NOT OK
2025-12-23,22:15:51.006276,NOT OK
2025-12-23,22:15:51.111281,NOT OK
2025-12-23,22:15:51.210348,NOT OK
2025-12-23,22:15:51.314748,NOT OK
2025-12-23,22:15:51.420907,NOT OK
2025-12-23,22:15:51.548850,NOT OK
2025-12-23,22:15:51.863474,NOT OK
2025-12-23,22:15:52.136719,NOT OK
2025-12-23,22:15:52.409180,NOT OK
2025-12-23,22:15:52.598885,NOT OK
2025-12-23,22:15:52.782876,NOT OK
2025-12-23,22:15:52.935931,NOT OK
2025-12-23,22:15:53.110793,NOT OK
2025-12-23,22:15:53.400572,NOT OK
2025-12-23,22:15:53.550340,NOT OK
2025-12-23,22:15:53.652470,NOT OK
2025-12-23,22:15:53.749106,NOT OK
2025-12-23,22:15:53.852485,NOT OK
2025-12-23,22:15:53.987822,NOT OK
2025-12-23,22:15:54.200129,NOT OK
2025-12-23,22:15:54.294806,NOT OK
2025-12-23,22:15:54.382858,NOT OK
2025-12-23,22:15:54.496226,NOT OK
2025-12-23,22:15:54.622789,NOT OK
2025-12-23,22:15:54.711619,NOT OK
2025-12-23,22:15:54.793162,NOT OK
2025-12-23,22:15:54.891013,NOT OK
2025-12-23,22:15:55.006508,NOT OK
2025-12-23,22:15:55.094948,NOT OK
2025-12-23,22:15:55.172641,NOT OK
2025-12-23,22:15:55.270792,NOT OK
2025-12-23,22:15:55.389271,NOT OK
2025-12-23,22:15:55.495533,NOT OK
2025-12-23,22:15:55.533035,NOT OK
2025-12-23,22:15:55.574143,NOT OK
2025-12-23,22:15:55.650339,NOT OK
2025-12-23,22:15:55.697826,NOT OK
2025-12-23,22:15:55.756351,NOT OK
2025-12-23,22:15:55.799498,NOT OK
2025-12-23,22:15:55.849309,NOT OK
2025-12-23,22:15:55.886937,NOT OK
2025-12-23,22:15:55.956199,NOT OK
2025-12-23,22:15:56.011356,NOT OK
2025-12-23,22:15:56.083381,NOT OK
2025-12-23,22:15:56.125006,NOT OK
2025-12-23,22:15:56.165451,NOT OK
2025-12-23,22:15:56.214612,NOT OK
2025-12-23,22:15:56.279718,NOT OK
2025-12-23,22:15:56.323730,NOT OK
2025-12-23,22:15:56.443479,NOT OK
2025-12-23,22:15:56.535483,NOT OK
2025-12-23,22:15:56.617237,NOT OK
2025-12-23,22:15:56.731329,NOT OK
2025-12-23,22:15:56.878014,NOT OK
2025-12-23,22:15:56.975647,NOT OK
2025-12-23,22:15:57.075322,NOT OK
2025-12-23,22:15:57.146747,NOT OK
2025-12-23,22:15:57.221558,NOT OK
2025-12-23,22:15:57.312087,NOT OK
2025-12-23,22:15:57.399275,NOT OK
2025-12-23,22:15:57.505068,NOT OK
2025-12-23,22:15:57.600412,NOT OK
2025-12-23,22:15:57.638921,NOT OK
2025-12-23,22:15:57.706926,NOT OK
2025-12-23,22:15:57.788170,NOT OK
2025-12-23,22:15:57.831182,NOT OK
2025-12-23,22:15:57.891639,NOT OK
2025-12-23,22:15:57.924452,NOT OK
2025-12-23,22:15:58.013066,NOT OK
2025-12-23,22:15:58.053602,NOT OK
2025-12-23,22:15:58.096833,NOT OK
2025-12-23,22:15:58.130738,NOT OK
2025-12-23,22:15:58.206078,NOT OK
2025-12-23,22:15:58.280901,NOT OK
2025-12-23,22:15:58.318972,NOT OK
2025-12-23,22:15:58.355315,NOT OK
2025-12-23,22:15:58.426383,NOT OK
2025-12-23,22:15:58.459720,NOT OK
2025-12-23,22:15:58.528747,NOT OK
2025-12-23,22:15:58.562935,NOT OK
2025-12-23,22:15:58.631390,NOT OK
2025-12-23,22:15:58.695843,NOT OK
2025-12-23,22:15:58.742214,NOT OK
2025-12-23,22:15:58.787352,NOT OK
2025-12-23,22:15:58.821409,NOT OK
2025-12-23,22:15:58.867266,NOT OK
2025-12-23,22:15:58.909625,NOT OK
2025-12-23,22:15:58.982675,NOT OK
2025-12-23,22:15:59.015239,NOT OK
2025-12-23,22:15:59.086480,NOT OK
2025-12-23,22:15:59.121229,NOT OK
2025-12-23,22:15:59.182639,NOT OK
2025-12-23,22:15:59.217857,NOT OK
2025-12-23,22:15:59.278781,NOT OK
2025-12-23,22:15:59.318261,NOT OK
2025-12-23,22:15:59.389075,NOT OK
2025-12-23,22:15:59.428401,NOT OK
2025-12-23,22:15:59.498041,NOT OK
2025-12-23,22:15:59.544010,NOT OK
2025-12-23,22:15:59.645215,NOT OK
2025-12-23,22:15:59.741367,NOT OK
2025-12-23,22:15:59.886772,NOT OK
2025-12-23,22:16:00.072838,NOT OK
2025-12-23,22:16:00.212908,NOT OK
2025-12-23,22:16:00.308964,NOT OK
2025-12-23,22:16:00.410097,NOT OK
2025-12-23,22:16:00.470801,NOT OK
2025-12-23,22:16:00.509293,NOT OK
2025-12-23,22:16:00.583785,NOT OK
2025-12-23,22:16:00.636535,NOT OK
2025-12-23,22:16:00.693512,NOT OK
2025-12-23,22:16:00.730008,NOT OK
2025-12-23,22:16:00.772009,NOT OK
2025-12-23,22:16:00.858601,NOT OK
2025-12-23,22:16:00.960664,NOT OK
2025-12-23,22:16:01.054317,NOT OK
2025-12-23,22:16:01.144057,NOT OK
2025-12-23,22:16:01.241401,NOT OK
2025-12-23,22:16:01.351158,NOT OK
2025-12-23,22:16:01.452513,NOT OK
2025-12-23,22:16:01.578623,NOT OK
2025-12-23,22:16:01.648494,NOT OK
2025-12-23,22:16:01.744562,NOT OK
2025-12-23,22:16:01.848862,NOT OK
2025-12-23,22:16:01.943327,NOT OK
2025-12-23,22:16:02.090191,NOT OK
2025-12-23,22:16:02.164765,NOT OK
2025-12-23,22:16:02.230775,NOT OK
2025-12-23,22:16:02.347247,NOT OK
2025-12-23,22:16:02.439874,NOT OK
2025-12-23,22:16:02.537383,NOT OK
2025-12-23,22:16:02.632754,NOT OK
2025-12-23,22:16:02.726244,NOT OK
2025-12-23,22:16:02.824042,NOT OK
2025-12-23,22:16:02.938229,NOT OK
2025-12-23,22:16:03.032426,NOT OK
2025-12-23,22:16:03.128696,NOT OK
2025-12-23,22:16:03.218501,NOT OK
2025-12-23,22:16:03.314460,NOT OK
2025-12-23,22:16:03.430686,NOT OK
2025-12-23,22:16:03.530660,NOT OK
2025-12-23,22:16:03.722993,NOT OK
2025-12-23,22:16:03.932533,NOT OK
2025-12-23,22:16:04.134635,NOT OK
2025-12-23,22:16:04.231126,NOT OK
2025-12-23,22:16:04.329652,NOT OK
2025-12-23,22:16:04.420859,NOT OK
2025-12-23,22:16:04.522619,NOT OK
2025-12-23,22:16:04.633997,NOT OK
2025-12-23,22:16:04.723834,NOT OK
